id,name,altName,caloriesPer100g,proteinPer100g,carbsPer100g,fatPer100g,source
dost-1246,"Milk, pwdr, skim","Gatas, pulbos, skim",362,40.8,48,0.8,DOST PH
dost-1247,"Milk, recombined","Gatas, recombined",87,5.2,4.2,5.5,DOST PH
dost-1248,"Milk, sweetn, cond, filled","Gatas, kondensada, filled",334,8.5,59.3,7,DOST PH
dost-1249,Yoghurt,N/A,83,5.3,5.4,4.5,DOST PH
dost-1250,Butter,Mantekilya,772,0.5,0,85.5,DOST PH
dost-1251,Coconut milk,"Niyog, gata",343,5.5,1.9,34.8,DOST PH
dost-1252,"Fat, pork","Mantika, baboy",900,0,0,100,DOST PH
dost-1253,Margarine,Margarina,831,0.3,0.5,91.9,DOST PH
dost-1254,"Margarine, fortified",N/A,818,0.1,0,90.8,DOST PH
dost-1255,Mayonnaise,N/A,715,1.2,1.4,78.3,DOST PH
dost-1256,"Oil, coconut","Langis, niyog",892,0,0,99.1,DOST PH
dost-1257,"Oil, corn","Langis, mais",896,0,0,99.6,DOST PH
dost-1258,"Oil, fish","Aseyte/aceite, isda",900,0,0,100,DOST PH
dost-1259,Sandwich spread,N/A,366,0.7,24.7,29.4,DOST PH
dost-1260,"Breadfruit, candied","Rimas, candied",341,0.6,83.4,0.5,DOST PH
dost-1261,"Candy bar, peanut",Matamis na mani,535,20.3,46.1,29.9,DOST PH
dost-1262,"Candy bar, pili nut",Matamis na pili/Mazapan de pili,537,5.7,60.7,30.1,DOST PH
dost-1263,"Candy, custard",Yema,381,4.1,87.6,1.6,DOST PH
dost-1264,"Candy, hard",N/A,401,0.1,96,1.8,DOST PH
dost-1265,"Candy, milk choc",N/A,518,9.8,60.2,26.4,DOST PH
dost-1266,"Candy, pili nut",N/A,639,7.5,33.6,52.7,DOST PH
dost-1267,"Candy, pulled",Tira-tira,386,0.6,95.4,0.2,DOST PH
dost-1268,"Candy, toffee",N/A,367,2.2,88.8,0.3,DOST PH
dost-1269,"Carageenan gel, assorted fruit-flvr","Gulaman, may lasang prutas",121,0,27.5,1.2,DOST PH
dost-1270,Caramelo,N/A,398,0,99.5,0,DOST PH
dost-1271,Champoy,N/A,390,0.3,95.5,0.8,DOST PH
dost-1272,"Chocolate, tablea",N/A,481,4.3,75.1,18.2,DOST PH
dost-1273,Coco jam,Matamis na bao,377,1,89.2,1.8,DOST PH
dost-1274,Creme custard,Leche flan,228,5.9,41.4,4.3,DOST PH
dost-1275,"Fudge, durian","Pastilyas, durian",358,13.5,75.5,0.2,DOST PH
dost-1276,"Fudge, jackfruit","Pastilyas, langka",358,8.9,79.9,0.3,DOST PH
dost-1277,"Fudge, milk","Pastilyas, gatas",370,9.9,79.5,1.4,DOST PH
dost-1278,"Fudge, yam","Pastilyas, ube",349,8,75.9,1.5,DOST PH
dost-1279,Honey,Pulot-pukyutan,258,0.1,64.1,0.1,DOST PH
